ID,caption,cluster
53435722269,a view of the market from a building,94
53435721264,people walk down the street in front of a mcdonalds,94
53435541868,a view of a street from a fish eye lens,94
53435822350,people walking down a street in a city,94
53435718899,a person walking down the street in a city,-1
53435718324,a fish eye view of stairs in a train station,-1
53435381736,a person taking a selfie in front of a building,100
53435710614,a person is walking in a city square,100
53435380056,a street with people walking on it and buildings in the background,-1
53435379666,a view of a church with trees in front of it,-1
53435529423,a large group of people are standing in a square,-1
53435528623,a person is standing in the middle of a square,-1
53435809075,a view of the town square with people walking around,122
53435376081,a street view of a building with a sign on it,110
53434456897,a view of the city from a fish eye lens,110
53435524763,a narrow alley with steps leading to a building,110
53435523663,a view of a city street through a circular lens,110
53435370466,a person taking a selfie in a narrow street,110
53435696584,a view of a city street with people walking around,118
53435695349,a model of a house is reflected in a glass case,118
53435794800,people walking around a courtyard in front of some buildings,121
53435361836,a large cathedral with a steeple in the middle of a city,121
53435510843,a church is seen from the street in front of a building,121
53435786610,a boat is docked on the river in front of a building,-1
53434438212,a 360 - view of a street with buildings and a clock tower,-1
53435353106,a large building with a clock on the side,-1
53435681474,a church in a city with a large building,-1
53435351211,people walk around a square in front of a church,-1
53435501503,people walk around a church in a town square,-1
53435344096,a view of a city street from a car,86
53435492238,michael kors store in Frankfurt,85
53435771925,people walk in front of a building with a sky view,85
53435668139,a view of a street from a building,-1
53435665949,a car is parked in front of a building,-1
53435766440,a view of a city street from a fish eye lens,102
53435483718,a person taking a picture of a city square,104
53435661074,a view of the city from a fish eye lens,102
53435668875,a close up of some pink flowers on the ground,-1
53435390248,a close up of some small plants in the grass,-1
53435390128,two pink flowers are blooming in front of a building,-1
53435668210,a close up of small green plants growing on the ground,-1
53434225112,a red squirrel climbing up a tree trunk,33
53435553690,people are watching fireworks on the street,96
53435405214,a crowd of people standing around a fire and smoke,96
53433738846,a bridge over a river with a flag on it,1
53434064229,the castle of the person,1
53433738141,a castle with a tower and a bridge,1
53433737941,a bridge over a river with a castle in the background,1
53434168595,a duck standing on the grass in a park,1
53433106029,a bee on a yellow flower in the field,72
53431859227,yellow flowers in a field with green grass,72
53433105794,blue flowers in a garden with blurry background,72
53432931193,a purple flower with green leaves in the background,72
53432251549,a table with bowls and plates on it at night,25
53432251349,christmas lights in the woods at night,25
53432075133,a christmas market in the woods at night,25
53432337320,a street with a traffic light and a person walking,-1
53432078920,many electric scooters are parked on the side of the road,-1
53431415960,a group of trees lit up in pink and purple,48
53431316955,a park at night with colorful lights,48
53430711581,a black and white cat with green eyes,33
53428838512,a man is reflected in a mirror on a table,-1
53483474414,a bridge over a street at night,106
53483175536,people walking across a bridge at night,106
53483316188,a display of miniature buildings in a store,106
53483175241,a display case with miniature houses and trees,106
53483174796,a city street at night with traffic lights and buildings,106
53482271302,a city at night with a river and buildings,106
53483174781,a city street at night with a lot of traffic,106
53478079355,a sign that says diet cookies from death,-1
53469703758,a yellow flower with white petals is shown in the dark,33
53464327047,three geese standing on a wet surface,-1
53458264475,a painting of people walking in front of a building,114
53456930927,a painting of people walking in a town,114
53458165389,a painting of a building with a clock tower,114
53458263355,a painting of sailboats on the water in a frame,114
53457855556,a painting of a ship on a blue background,114
53458164779,a painting of people laying on the beach,114
53458262845,a painting of sailboats in a blue frame,114
53456928252,a painting of a mountain range on a wall,114
53456927862,a painting of a man in a suit walking in the woods,110
53456927562,a man in a hat and coat holding an umbrella on the beach,110
53457976783,a painting of a man walking down a road in front of a house,115
53458258250,a painting of a man and a woman sitting on a bench,115
53457849991,a painting of a town with buildings in the background,115
53457849786,a painting of a city with buildings in the background,115
53457077426,a view of a church from a bridge,109
53448727509,a white dog standing in water with its reflection,74
53434447337,a narrow street with buildings and people walking down it,120
53435693209,people walking around a city street with a building in the background,121
53435562629,a red train pulling into a station,-1
53434321422,a close up of some plants with small flowers,-1
53434064796,a large greenhouse lit up with colorful lights,45
53434436035,colorful trees in a park at night,45
53433106099,a purple and white lily is blooming in front of a building,-1
53432778871,a close up of purple flowers in a field,72
53431926036,a large house with lights on at night,26
53430999772,pumpkins lit up at night in a field,25
53430999532,christmas lights in the city,25
53430121017,a staircase in a house with a light coming in,62
53430146299,a night time view of a garden with colorful lights,48
53429922078,a green and purple building lit up at night,48
53430092605,orange mushrooms growing on a fallen tree branch,27
53428744882,a group of birds standing on a log in the water,27
53429672026,a dog is walking on a trail in the woods,27
53429829520,a white bus parked on the side of a street,-1
53428577112,a tree in front of a building at night,54
53429922740,a close up of a green leaf on a plant,54
